rate_date,currency,rate_to_base
2024-09-02,UAH,1.0
2024-09-03,USD,44.9977
2024-09-03,EUR,48.6318
2024-09-03,UAH,1.0
2024-09-04,USD,45.0
2024-09-04,EUR,48.568
2024-09-04,UAH,1.0
2024-09-05,USD,45.0
2024-09-05,EUR,48.5547
2024-09-05,UAH,1.0
2024-09-06,USD,45.0
2024-09-06,EUR,48.638
2024-09-06,UAH,1.0
2024-09-07,USD,44.9819
2024-09-07,EUR,48.7076
2024-09-07,UAH,1.0
2024-09-08,USD,44.9561
2024-09-08,EUR,48.6415
2024-09-08,UAH,1.0
2024-09-09,USD,45.0
2024-09-09,EUR,48.7369
2024-09-09,UAH,1.0
2024-09-10,USD,45.0
2024-09-10,EUR,48.8235
2024-09-10,UAH,1.0
2024-09-11,USD,45.0
2024-09-11,EUR,48.9223
2024-09-11,UAH,1.0
2024-09-12,USD,45.0
2024-09-12,EUR,48.8922
2024-09-12,UAH,1.0
2024-09-13,USD,44.9885
2024-09-13,EUR,48.9737
2024-09-13,UAH,1.0
2024-09-14,USD,45.0
2024-09-14,EUR,48.9807
2024-09-14,UAH,1.0
2024-09-15,USD,44.9705
2024-09-15,EUR,49.0469
2024-09-15,UAH,1.0
2024-09-16,USD,44.944
2024-09-16,EUR,49.1162
2024-09-16,UAH,1.0
2024-09-17,USD,44.9666
2024-09-17,EUR,49.1595
2024-09-17,UAH,1.0
2024-09-18,USD,44.9298
2024-09-18,EUR,49.226
2024-09-18,UAH,1.0
2024-09-19,USD,45.0
2024-09-19,EUR,49.3103
2024-09-19,UAH,1.0
2024-09-20,USD,45.0
2024-09-20,EUR,49.3125
2024-09-20,UAH,1.0
2024-09-21,USD,45.0
2024-09-21,EUR,49.2589
2024-09-21,UAH,1.0
2024-09-22,USD,44.9445
2024-09-22,EUR,49.3242
2024-09-22,UAH,1.0
2024-09-23,USD,44.9762
2024-09-23,EUR,49.2959
2024-09-23,UAH,1.0
2024-09-24,USD,45.0
2024-09-24,EUR,49.3791
2024-09-24,UAH,1.0
2024-09-25,USD,45.0
2024-09-25,EUR,49.3531
2024-09-25,UAH,1.0
2024-09-26,USD,44.9594
2024-09-26,EUR,49.3893
2024-09-26,UAH,1.0
2024-09-27,USD,44.9821
2024-09-27,EUR,49.398
2024-09-27,UAH,1.0
2024-09-28,USD,44.9997
2024-09-28,EUR,49.4455
2024-09-28,UAH,1.0
2024-09-29,USD,44.965
2024-09-29,EUR,49.5005
2024-09-29,UAH,1.0
2024-09-30,USD,44.9205
2024-09-30,EUR,49.4708
2024-09-30,UAH,1.0
2024-10-01,USD,44.9696
2024-10-01,EUR,49.5555
2024-10-01,UAH,1.0
2024-10-02,USD,44.9248
2024-10-02,EUR,49.5041
2024-10-02,UAH,1.0
2024-10-03,USD,44.9151
2024-10-03,EUR,49.5376
2024-10-03,UAH,1.0
2024-10-04,USD,44.9024
2024-10-04,EUR,49.4687
2024-10-04,UAH,1.0
2024-10-05,USD,44.9556
2024-10-05,EUR,49.4358
2024-10-05,UAH,1.0
2024-10-06,USD,44.9955
2024-10-06,EUR,49.5113
2024-10-06,UAH,1.0
2024-10-07,USD,45.0
2024-10-07,EUR,49.5553
2024-10-07,UAH,1.0
2024-10-08,USD,44.9536
2024-10-08,EUR,49.5357
2024-10-08,UAH,1.0
2024-10-09,USD,44.9159
2024-10-09,EUR,49.5011
2024-10-09,UAH,1.0
2024-10-10,USD,44.9792
2024-10-10,EUR,49.4685
2024-10-10,UAH,1.0
2024-10-11,USD,44.9623
2024-10-11,EUR,49.4407
2024-10-11,UAH,1.0
2024-10-12,USD,44.9951
2024-10-12,EUR,49.4983
2024-10-12,UAH,1.0
2024-10-13,USD,44.9825
2024-10-13,EUR,49.5649
2024-10-13,UAH,1.0
2024-10-14,USD,44.9653
2024-10-14,EUR,49.6285
2024-10-14,UAH,1.0
2024-10-15,USD,44.9733
2024-10-15,EUR,49.6759
2024-10-15,UAH,1.0
2024-10-16,USD,44.9713
2024-10-16,EUR,49.7304
2024-10-16,UAH,1.0
2024-10-17,USD,45.0
2024-10-17,EUR,49.6916
2024-10-17,UAH,1.0
2024-10-18,USD,45.0
2024-10-18,EUR,49.6536
2024-10-18,UAH,1.0
2024-10-19,USD,45.0
2024-10-19,EUR,49.7013
2024-10-19,UAH,1.0
2024-10-20,USD,45.0
2024-10-20,EUR,49.7692
2024-10-20,UAH,1.0
2024-10-21,USD,45.0
2024-10-21,EUR,49.7616
2024-10-21,UAH,1.0
2024-10-22,USD,45.0
2024-10-22,EUR,49.7555
2024-10-22,UAH,1.0
2024-10-23,USD,44.9711
2024-10-23,EUR,49.8026
2024-10-23,UAH,1.0
2024-10-24,USD,44.9352
2024-10-24,EUR,49.8524
2024-10-24,UAH,1.0
2024-10-25,USD,44.9773
2024-10-25,EUR,49.8788
2024-10-25,UAH,1.0
2024-10-26,USD,44.9987
2024-10-26,EUR,49.8573
2024-10-26,UAH,1.0
2024-10-27,USD,44.9594
2024-10-27,EUR,49.8177
2024-10-27,UAH,1.0
2024-10-28,USD,44.901
2024-10-28,EUR,49.8555
2024-10-28,UAH,1.0
2024-10-29,USD,44.9083
2024-10-29,EUR,49.8224
2024-10-29,UAH,1.0
2024-10-30,USD,44.9049
2024-10-30,EUR,49.8683
2024-10-30,UAH,1.0
2024-10-31,USD,44.8694
2024-10-31,EUR,49.9179
2024-10-31,UAH,1.0
2024-11-01,USD,44.9079
2024-11-01,EUR,49.9946
2024-11-01,UAH,1.0
2024-11-02,USD,44.9248
2024-11-02,EUR,49.9656
2024-11-02,UAH,1.0
2024-11-03,USD,44.9055
2024-11-03,EUR,49.9869
2024-11-03,UAH,1.0
2024-11-04,USD,44.9195
2024-11-04,EUR,49.957
2024-11-04,UAH,1.0
2024-11-05,USD,44.8805
2024-11-05,EUR,50.0
2024-11-05,UAH,1.0
2024-11-06,USD,44.934
2024-11-06,EUR,49.9627
2024-11-06,UAH,1.0
2024-11-07,USD,44.8778
2024-11-07,EUR,50.0
2024-11-07,UAH,1.0
2024-11-08,USD,44.8407
2024-11-08,EUR,50.0
2024-11-08,UAH,1.0
2024-11-09,USD,44.8313
2024-11-09,EUR,50.0
2024-11-09,UAH,1.0
2024-11-10,USD,44.8777
2024-11-10,EUR,49.9547
2024-11-10,UAH,1.0
2024-11-11,USD,44.9457
2024-11-11,EUR,49.8872
2024-11-11,UAH,1.0
2024-11-12,USD,45.0
2024-11-12,EUR,49.9213
2024-11-12,UAH,1.0
2024-11-13,USD,44.9545
2024-11-13,EUR,49.9119
2024-11-13,UAH,1.0
2024-11-14,USD,44.9589
2024-11-14,EUR,49.9431
2024-11-14,UAH,1.0
2024-11-15,USD,45.0
2024-11-15,EUR,49.9996
2024-11-15,UAH,1.0
2024-11-16,USD,45.0
2024-11-16,EUR,49.9748
2024-11-16,UAH,1.0
2024-11-17,USD,45.0
2024-11-17,EUR,49.9526
2024-11-17,UAH,1.0
2024-11-18,USD,44.9562
2024-11-18,EUR,49.8955
2024-11-18,UAH,1.0
2024-11-19,USD,44.947
2024-11-19,EUR,49.8662
2024-11-19,UAH,1.0
2024-11-20,USD,44.9847
2024-11-20,EUR,49.9311
2024-11-20,UAH,1.0
2024-11-21,USD,44.9318
2024-11-21,EUR,49.9375
2024-11-21,UAH,1.0
2024-11-22,USD,44.9558
2024-11-22,EUR,49.9213
2024-11-22,UAH,1.0
2024-11-23,USD,45.0
2024-11-23,EUR,49.9097
2024-11-23,UAH,1.0
2024-11-24,USD,45.0
2024-11-24,EUR,49.9995
2024-11-24,UAH,1.0
2024-11-25,USD,45.0
2024-11-25,EUR,50.0
2024-11-25,UAH,1.0
2024-11-26,USD,45.0
2024-11-26,EUR,50.0
2024-11-26,UAH,1.0
2024-11-27,USD,45.0
2024-11-27,EUR,50.0
2024-11-27,UAH,1.0
2024-11-28,USD,44.9475
2024-11-28,EUR,50.0
2024-11-28,UAH,1.0
2024-11-29,USD,45.0
2024-11-29,EUR,50.0
2024-11-29,UAH,1.0
2024-11-30,USD,45.0
2024-11-30,EUR,49.974
2024-11-30,UAH,1.0
2024-12-01,USD,45.0
2024-12-01,EUR,50.0
2024-12-01,UAH,1.0
2024-12-02,USD,45.0
2024-12-02,EUR,49.9422
2024-12-02,UAH,1.0
2024-12-03,USD,45.0
2024-12-03,EUR,50.0
2024-12-03,UAH,1.0
2024-12-04,USD,45.0
2024-12-04,EUR,49.9645
2024-12-04,UAH,1.0
2024-12-05,USD,45.0
2024-12-05,EUR,49.9216
2024-12-05,UAH,1.0
2024-12-06,USD,44.9727
2024-12-06,EUR,49.9347
2024-12-06,UAH,1.0
2024-12-07,USD,45.0
2024-12-07,EUR,49.9212
2024-12-07,UAH,1.0
2024-12-08,USD,45.0
2024-12-08,EUR,49.9339
2024-12-08,UAH,1.0
2024-12-09,USD,45.0
2024-12-09,EUR,49.8763
2024-12-09,UAH,1.0
2024-12-10,USD,44.9993
2024-12-10,EUR,49.9355
2024-12-10,UAH,1.0
2024-12-11,USD,45.0
2024-12-11,EUR,49.9156
2024-12-11,UAH,1.0
2024-12-12,USD,44.9573
2024-12-12,EUR,49.9767
2024-12-12,UAH,1.0
2024-12-13,USD,44.8997
2024-12-13,EUR,49.9431
2024-12-13,UAH,1.0
2024-12-14,USD,44.8856
2024-12-14,EUR,49.8829
2024-12-14,UAH,1.0
2024-12-15,USD,44.8257
2024-12-15,EUR,49.9747
2024-12-15,UAH,1.0
2024-12-16,USD,44.8254
2024-12-16,EUR,50.0
2024-12-16,UAH,1.0
2024-12-17,USD,44.8333
2024-12-17,EUR,49.9834
2024-12-17,UAH,1.0
2024-12-18,USD,44.8217
2024-12-18,EUR,50.0
2024-12-18,UAH,1.0
2024-12-19,USD,44.7995
2024-12-19,EUR,50.0
2024-12-19,UAH,1.0
2024-12-20,USD,44.7811
2024-12-20,EUR,50.0
2024-12-20,UAH,1.0
2024-12-21,USD,44.8364
2024-12-21,EUR,50.0
2024-12-21,UAH,1.0
2024-12-22,USD,44.921
2024-12-22,EUR,50.0
2024-12-22,UAH,1.0
2024-12-23,USD,44.9828
2024-12-23,EUR,50.0
2024-12-23,UAH,1.0
2024-12-24,USD,45.0
2024-12-24,EUR,50.0
2024-12-24,UAH,1.0
2024-12-25,USD,44.9611
2024-12-25,EUR,49.9601
2024-12-25,UAH,1.0
2024-12-26,USD,44.9811
2024-12-26,EUR,50.0
2024-12-26,UAH,1.0
2024-12-27,USD,44.9871
2024-12-27,EUR,49.9604
2024-12-27,UAH,1.0
2024-12-28,USD,45.0
2024-12-28,EUR,49.9307
2024-12-28,UAH,1.0
2024-12-29,USD,44.9964
2024-12-29,EUR,50.0
2024-12-29,UAH,1.0
2024-12-30,USD,44.9978
2024-12-30,EUR,49.9774
2024-12-30,UAH,1.0
2024-12-31,USD,45.0
2024-12-31,EUR,50.0
2024-12-31,UAH,1.0
2025-01-01,USD,45.0
2025-01-01,EUR,49.9308
2025-01-01,UAH,1.0
2025-01-02,USD,44.9666
2025-01-02,EUR,49.9357
2025-01-02,UAH,1.0
2025-01-03,USD,44.9307
2025-01-03,EUR,49.8902
2025-01-03,UAH,1.0
2025-01-04,USD,44.8904
2025-01-04,EUR,49.9547
2025-01-04,UAH,1.0
2025-01-05,USD,44.9601
2025-01-05,EUR,50.0
2025-01-05,UAH,1.0
2025-01-06,USD,44.9484
2025-01-06,EUR,49.9552
2025-01-06,UAH,1.0
2025-01-07,USD,44.8909
2025-01-07,EUR,50.0
2025-01-07,UAH,1.0
2025-01-08,USD,44.9278
2025-01-08,EUR,49.9888
2025-01-08,UAH,1.0
2025-01-09,USD,44.8766
2025-01-09,EUR,50.0
2025-01-09,UAH,1.0
2025-01-10,USD,44.8268
2025-01-10,EUR,49.9797
2025-01-10,UAH,1.0
2025-01-11,USD,44.8074
2025-01-11,EUR,50.0
2025-01-11,UAH,1.0
2025-01-12,USD,44.784
2025-01-12,EUR,50.0
2025-01-12,UAH,1.0
2025-01-13,USD,44.7374
2025-01-13,EUR,50.0
2025-01-13,UAH,1.0
2025-01-14,USD,44.8185
2025-01-14,EUR,50.0
2025-01-14,UAH,1.0
2025-01-15,USD,44.8791
2025-01-15,EUR,50.0
2025-01-15,UAH,1.0
2025-01-16,USD,44.8687
2025-01-16,EUR,50.0
2025-01-16,UAH,1.0
2025-01-17,USD,44.8619
2025-01-17,EUR,50.0
2025-01-17,UAH,1.0
2025-01-18,USD,44.8753
2025-01-18,EUR,50.0
2025-01-18,UAH,1.0
2025-01-19,USD,44.8252
2025-01-19,EUR,50.0
2025-01-19,UAH,1.0
2025-01-20,USD,44.7822
2025-01-20,EUR,50.0
2025-01-20,UAH,1.0
2025-01-21,USD,44.8005
2025-01-21,EUR,50.0
2025-01-21,UAH,1.0
2025-01-22,USD,44.7514
2025-01-22,EUR,49.9302
2025-01-22,UAH,1.0
2025-01-23,USD,44.7737
2025-01-23,EUR,50.0
2025-01-23,UAH,1.0
2025-01-24,USD,44.7578
2025-01-24,EUR,50.0
2025-01-24,UAH,1.0
2025-01-25,USD,44.7615
2025-01-25,EUR,49.9787
2025-01-25,UAH,1.0
2025-01-26,USD,44.7651
2025-01-26,EUR,49.9607
2025-01-26,UAH,1.0
2025-01-27,USD,44.8531
2025-01-27,EUR,49.9859
2025-01-27,UAH,1.0
2025-01-28,USD,44.8667
2025-01-28,EUR,50.0
2025-01-28,UAH,1.0
2025-01-29,USD,44.9261
2025-01-29,EUR,50.0
2025-01-29,UAH,1.0
2025-01-30,USD,44.9716
2025-01-30,EUR,49.9722
2025-01-30,UAH,1.0
2025-01-31,USD,44.9787
2025-01-31,EUR,50.0
2025-01-31,UAH,1.0
2025-02-01,USD,44.9293
2025-02-01,EUR,49.997
2025-02-01,UAH,1.0
2025-02-02,USD,44.9833
2025-02-02,EUR,50.0
2025-02-02,UAH,1.0
2025-02-03,USD,45.0
2025-02-03,EUR,50.0
2025-02-03,UAH,1.0
2025-02-04,USD,44.9538
2025-02-04,EUR,50.0
2025-02-04,UAH,1.0
2025-02-05,USD,44.9721
2025-02-05,EUR,50.0
2025-02-05,UAH,1.0
2025-02-06,USD,44.926
2025-02-06,EUR,50.0
2025-02-06,UAH,1.0
2025-02-07,USD,44.9519
2025-02-07,EUR,50.0
2025-02-07,UAH,1.0
2025-02-08,USD,44.9924
2025-02-08,EUR,49.9662
2025-02-08,UAH,1.0
2025-02-09,USD,45.0
2025-02-09,EUR,49.987
2025-02-09,UAH,1.0
2025-02-10,USD,44.9866
2025-02-10,EUR,49.9968
2025-02-10,UAH,1.0
2025-02-11,USD,45.0
2025-02-11,EUR,50.0
2025-02-11,UAH,1.0
2025-02-12,USD,45.0
2025-02-12,EUR,50.0
2025-02-12,UAH,1.0
2025-02-13,USD,45.0
2025-02-13,EUR,50.0
2025-02-13,UAH,1.0
2025-02-14,USD,45.0
2025-02-14,EUR,50.0
2025-02-14,UAH,1.0
2025-02-15,USD,44.9774
2025-02-15,EUR,50.0
2025-02-15,UAH,1.0
2025-02-16,USD,45.0
2025-02-16,EUR,50.0
2025-02-16,UAH,1.0
2025-02-17,USD,45.0
2025-02-17,EUR,50.0
2025-02-17,UAH,1.0
2025-02-18,USD,44.9472
2025-02-18,EUR,50.0
2025-02-18,UAH,1.0
2025-02-19,USD,45.0
2025-02-19,EUR,49.9463
2025-02-19,UAH,1.0
2025-02-20,USD,45.0
2025-02-20,EUR,50.0
2025-02-20,UAH,1.0
2025-02-21,USD,44.9494
2025-02-21,EUR,50.0
2025-02-21,UAH,1.0
2025-02-22,USD,44.901
2025-02-22,EUR,50.0
2025-02-22,UAH,1.0
2025-02-23,USD,44.9612
2025-02-23,EUR,50.0
2025-02-23,UAH,1.0
2025-02-24,USD,44.9546
2025-02-24,EUR,50.0
2025-02-24,UAH,1.0
2025-02-25,USD,44.9782
2025-02-25,EUR,49.9988
2025-02-25,UAH,1.0
2025-02-26,USD,44.9394
2025-02-26,EUR,50.0
2025-02-26,UAH,1.0
2025-02-27,USD,44.9008
2025-02-27,EUR,50.0
2025-02-27,UAH,1.0
2025-02-28,USD,44.8724
2025-02-28,EUR,50.0
2025-02-28,UAH,1.0
2025-03-01,USD,44.8528
2025-03-01,EUR,50.0
2025-03-01,UAH,1.0
2025-03-02,USD,44.8987
2025-03-02,EUR,49.9611
2025-03-02,UAH,1.0
2025-03-03,USD,44.8431
2025-03-03,EUR,49.9259
2025-03-03,UAH,1.0
2025-03-04,USD,44.9013
2025-03-04,EUR,49.9385
2025-03-04,UAH,1.0
2025-03-05,USD,44.9424
2025-03-05,EUR,49.9303
2025-03-05,UAH,1.0
2025-03-06,USD,44.9259
2025-03-06,EUR,49.9702
2025-03-06,UAH,1.0
2025-03-07,USD,45.0
2025-03-07,EUR,50.0
2025-03-07,UAH,1.0
2025-03-08,USD,44.9851
2025-03-08,EUR,50.0
2025-03-08,UAH,1.0
2025-03-09,USD,44.9901
2025-03-09,EUR,50.0
2025-03-09,UAH,1.0
2025-03-10,USD,45.0
2025-03-10,EUR,50.0
2025-03-10,UAH,1.0
2025-03-11,USD,45.0
2025-03-11,EUR,50.0
2025-03-11,UAH,1.0
2025-03-12,USD,44.9793
2025-03-12,EUR,50.0
2025-03-12,UAH,1.0
2025-03-13,USD,45.0
2025-03-13,EUR,49.9337
2025-03-13,UAH,1.0
2025-03-14,USD,45.0
2025-03-14,EUR,49.9239
2025-03-14,UAH,1.0
2025-03-15,USD,45.0
2025-03-15,EUR,49.943
2025-03-15,UAH,1.0
2025-03-16,USD,44.9488
2025-03-16,EUR,50.0
2025-03-16,UAH,1.0
2025-03-17,USD,44.9693
2025-03-17,EUR,49.9868
2025-03-17,UAH,1.0
2025-03-18,USD,44.9744
2025-03-18,EUR,50.0
2025-03-18,UAH,1.0
2025-03-19,USD,44.9724
2025-03-19,EUR,50.0
2025-03-19,UAH,1.0
2025-03-20,USD,44.9192
2025-03-20,EUR,49.9526
2025-03-20,UAH,1.0
2025-03-21,USD,45.0
2025-03-21,EUR,50.0
2025-03-21,UAH,1.0
2025-03-22,USD,45.0
2025-03-22,EUR,49.9713
2025-03-22,UAH,1.0
2025-03-23,USD,45.0
2025-03-23,EUR,50.0
2025-03-23,UAH,1.0
2025-03-24,USD,45.0
2025-03-24,EUR,50.0
2025-03-24,UAH,1.0
2025-03-25,USD,45.0
2025-03-25,EUR,50.0
2025-03-25,UAH,1.0
2025-03-26,USD,45.0
2025-03-26,EUR,50.0
2025-03-26,UAH,1.0
2025-03-27,USD,44.9888
2025-03-27,EUR,50.0
2025-03-27,UAH,1.0
2025-03-28,USD,45.0
2025-03-28,EUR,50.0
2025-03-28,UAH,1.0
2025-03-29,USD,45.0
2025-03-29,EUR,49.9758
2025-03-29,UAH,1.0
2025-03-30,USD,44.9989
2025-03-30,EUR,49.9337
2025-03-30,UAH,1.0
2025-03-31,USD,45.0
2025-03-31,EUR,50.0
2025-03-31,UAH,1.0
2025-04-01,USD,44.976
2025-04-01,EUR,49.995
2025-04-01,UAH,1.0
2025-04-02,USD,45.0
2025-04-02,EUR,50.0
2025-04-02,UAH,1.0
2025-04-03,USD,45.0
2025-04-03,EUR,50.0
2025-04-03,UAH,1.0
2025-04-04,USD,45.0
2025-04-04,EUR,49.9497
2025-04-04,UAH,1.0
2025-04-05,USD,45.0
2025-04-05,EUR,50.0
2025-04-05,UAH,1.0
2025-04-06,USD,45.0
2025-04-06,EUR,49.9464
2025-04-06,UAH,1.0
2025-04-07,USD,44.9405
2025-04-07,EUR,49.9649
2025-04-07,UAH,1.0
2025-04-08,USD,44.9788
2025-04-08,EUR,49.9146
2025-04-08,UAH,1.0
2025-04-09,USD,45.0
2025-04-09,EUR,49.9921
2025-04-09,UAH,1.0
2025-04-10,USD,45.0
2025-04-10,EUR,49.9425
2025-04-10,UAH,1.0
2025-04-11,USD,44.968
2025-04-11,EUR,50.0
2025-04-11,UAH,1.0
2025-04-12,USD,44.9384
2025-04-12,EUR,50.0
2025-04-12,UAH,1.0
2025-04-13,USD,45.0
2025-04-13,EUR,50.0
2025-04-13,UAH,1.0
2025-04-14,USD,45.0
2025-04-14,EUR,50.0
2025-04-14,UAH,1.0
2025-04-15,USD,44.9993
2025-04-15,EUR,50.0
2025-04-15,UAH,1.0
2025-04-16,USD,44.9919
2025-04-16,EUR,50.0
2025-04-16,UAH,1.0
2025-04-17,USD,45.0
2025-04-17,EUR,49.9598
2025-04-17,UAH,1.0
2025-04-18,USD,44.9502
2025-04-18,EUR,49.9708
2025-04-18,UAH,1.0
2025-04-19,USD,44.9459
2025-04-19,EUR,49.9968
2025-04-19,UAH,1.0
2025-04-20,USD,44.886
2025-04-20,EUR,50.0
2025-04-20,UAH,1.0
2025-04-21,USD,44.976
2025-04-21,EUR,50.0
2025-04-21,UAH,1.0
2025-04-22,USD,44.9947
2025-04-22,EUR,49.9379
2025-04-22,UAH,1.0
2025-04-23,USD,45.0
2025-04-23,EUR,50.0
2025-04-23,UAH,1.0
2025-04-24,USD,45.0
2025-04-24,EUR,50.0
2025-04-24,UAH,1.0
2025-04-25,USD,44.9828
2025-04-25,EUR,49.9941
2025-04-25,UAH,1.0
2025-04-26,USD,44.9597
2025-04-26,EUR,50.0
2025-04-26,UAH,1.0
2025-04-27,USD,45.0
2025-04-27,EUR,50.0
2025-04-27,UAH,1.0
2025-04-28,USD,45.0
2025-04-28,EUR,49.9447
2025-04-28,UAH,1.0
2025-04-29,USD,44.9694
2025-04-29,EUR,49.8779
2025-04-29,UAH,1.0
2025-04-30,USD,44.9827
2025-04-30,EUR,49.843
2025-04-30,UAH,1.0
2025-05-01,USD,44.9937
2025-05-01,EUR,49.9425
2025-05-01,UAH,1.0
2025-05-02,USD,45.0
2025-05-02,EUR,49.9327
2025-05-02,UAH,1.0
2025-05-03,USD,44.9804
2025-05-03,EUR,49.8881
2025-05-03,UAH,1.0
2025-05-04,USD,44.9441
2025-05-04,EUR,49.8866
2025-05-04,UAH,1.0
2025-05-05,USD,44.9462
2025-05-05,EUR,49.8966
2025-05-05,UAH,1.0
2025-05-06,USD,45.0
2025-05-06,EUR,49.8485
2025-05-06,UAH,1.0
2025-05-07,USD,45.0
2025-05-07,EUR,49.9454
2025-05-07,UAH,1.0
2025-05-08,USD,45.0
2025-05-08,EUR,50.0
2025-05-08,UAH,1.0
2025-05-09,USD,45.0
2025-05-09,EUR,49.9732
2025-05-09,UAH,1.0
2025-05-10,USD,45.0
2025-05-10,EUR,50.0
2025-05-10,UAH,1.0
2025-05-11,USD,44.9851
2025-05-11,EUR,50.0
2025-05-11,UAH,1.0
2025-05-12,USD,44.9932
2025-05-12,EUR,49.9887
2025-05-12,UAH,1.0
2025-05-13,USD,45.0
2025-05-13,EUR,50.0
2025-05-13,UAH,1.0
2025-05-14,USD,44.9723
2025-05-14,EUR,50.0
2025-05-14,UAH,1.0
2025-05-15,USD,45.0
2025-05-15,EUR,50.0
2025-05-15,UAH,1.0
2025-05-16,USD,45.0
2025-05-16,EUR,50.0
2025-05-16,UAH,1.0
2025-05-17,USD,45.0
2025-05-17,EUR,50.0
2025-05-17,UAH,1.0
2025-05-18,USD,45.0
2025-05-18,EUR,50.0
2025-05-18,UAH,1.0
2025-05-19,USD,44.9866
2025-05-19,EUR,49.9921
2025-05-19,UAH,1.0
2025-05-20,USD,44.9422
2025-05-20,EUR,49.9343
2025-05-20,UAH,1.0
2025-05-21,USD,45.0
2025-05-21,EUR,49.9192
2025-05-21,UAH,1.0
2025-05-22,USD,45.0
2025-05-22,EUR,49.9118
2025-05-22,UAH,1.0
2025-05-23,USD,44.9467
2025-05-23,EUR,49.9978
2025-05-23,UAH,1.0
2025-05-24,USD,44.995
2025-05-24,EUR,49.9721
2025-05-24,UAH,1.0
2025-05-25,USD,45.0
2025-05-25,EUR,50.0
2025-05-25,UAH,1.0
2025-05-26,USD,45.0
2025-05-26,EUR,50.0
2025-05-26,UAH,1.0
2025-05-27,USD,45.0
2025-05-27,EUR,50.0
2025-05-27,UAH,1.0
2025-05-28,USD,45.0
2025-05-28,EUR,50.0
2025-05-28,UAH,1.0
2025-05-29,USD,45.0
2025-05-29,EUR,49.9486
2025-05-29,UAH,1.0
2025-05-30,USD,45.0
2025-05-30,EUR,50.0
2025-05-30,UAH,1.0
2025-05-31,USD,45.0
2025-05-31,EUR,50.0
2025-05-31,UAH,1.0
2025-06-01,USD,44.9714
2025-06-01,EUR,50.0
2025-06-01,UAH,1.0
2025-06-02,USD,44.9354
2025-06-02,EUR,49.9966
2025-06-02,UAH,1.0
2025-06-03,USD,44.9956
2025-06-03,EUR,49.9314
2025-06-03,UAH,1.0
2025-06-04,USD,45.0
2025-06-04,EUR,49.9612
2025-06-04,UAH,1.0
2025-06-05,USD,44.964
2025-06-05,EUR,49.9669
2025-06-05,UAH,1.0
2025-06-06,USD,44.9804
2025-06-06,EUR,49.9383
2025-06-06,UAH,1.0
2025-06-07,USD,45.0
2025-06-07,EUR,49.9383
2025-06-07,UAH,1.0
2025-06-08,USD,44.9729
2025-06-08,EUR,49.9601
2025-06-08,UAH,1.0
2025-06-09,USD,44.9931
2025-06-09,EUR,49.9969
2025-06-09,UAH,1.0
2025-06-10,USD,45.0
2025-06-10,EUR,49.9788
2025-06-10,UAH,1.0
2025-06-11,USD,44.9703
2025-06-11,EUR,49.9427
2025-06-11,UAH,1.0
2025-06-12,USD,45.0
2025-06-12,EUR,50.0
2025-06-12,UAH,1.0
2025-06-13,USD,44.946
2025-06-13,EUR,50.0
2025-06-13,UAH,1.0
2025-06-14,USD,45.0
2025-06-14,EUR,50.0
2025-06-14,UAH,1.0
2025-06-15,USD,45.0
2025-06-15,EUR,50.0
2025-06-15,UAH,1.0
2025-06-16,USD,45.0
2025-06-16,EUR,49.9768
2025-06-16,UAH,1.0
2025-06-17,USD,45.0
2025-06-17,EUR,49.9792
2025-06-17,UAH,1.0
2025-06-18,USD,44.9927
2025-06-18,EUR,50.0
2025-06-18,UAH,1.0
2025-06-19,USD,44.9657
2025-06-19,EUR,50.0
2025-06-19,UAH,1.0
2025-06-20,USD,44.9066
2025-06-20,EUR,50.0
2025-06-20,UAH,1.0
2025-06-21,USD,44.8567
2025-06-21,EUR,50.0
2025-06-21,UAH,1.0
2025-06-22,USD,44.853
2025-06-22,EUR,50.0
2025-06-22,UAH,1.0
2025-06-23,USD,44.9267
2025-06-23,EUR,49.9911
2025-06-23,UAH,1.0
2025-06-24,USD,44.9811
2025-06-24,EUR,49.9815
2025-06-24,UAH,1.0
2025-06-25,USD,45.0
2025-06-25,EUR,50.0
2025-06-25,UAH,1.0
2025-06-26,USD,44.9658
2025-06-26,EUR,49.9514
2025-06-26,UAH,1.0
2025-06-27,USD,44.9341
2025-06-27,EUR,50.0
2025-06-27,UAH,1.0
2025-06-28,USD,44.9061
2025-06-28,EUR,49.9495
2025-06-28,UAH,1.0
2025-06-29,USD,44.9184
2025-06-29,EUR,49.9722
2025-06-29,UAH,1.0
2025-06-30,USD,44.9115
2025-06-30,EUR,49.939
2025-06-30,UAH,1.0
2025-07-01,USD,44.901
2025-07-01,EUR,50.0
2025-07-01,UAH,1.0
2025-07-02,USD,44.9003
2025-07-02,EUR,49.9967
2025-07-02,UAH,1.0
2025-07-03,USD,44.9763
2025-07-03,EUR,49.9983
2025-07-03,UAH,1.0
2025-07-04,USD,44.9837
2025-07-04,EUR,49.958
2025-07-04,UAH,1.0
2025-07-05,USD,44.9879
2025-07-05,EUR,49.9877
2025-07-05,UAH,1.0
2025-07-06,USD,44.9405
2025-07-06,EUR,50.0
2025-07-06,UAH,1.0
2025-07-07,USD,45.0
2025-07-07,EUR,49.9523
2025-07-07,UAH,1.0
2025-07-08,USD,45.0
2025-07-08,EUR,50.0
2025-07-08,UAH,1.0
2025-07-09,USD,45.0
